,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
35794,1771180,No Fair Play,English,"Sep 9, 2022",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support,Stats,Steam Leaderboards","Sports,e-sports,Spectacle fighter,Third Person,Martial Arts,Soccer,Physics,Indie,Early Access,Action,Simulation,Multiplayer","Action,Indie,Simulation,Sports,Early Access", Windows , , ,No Fair Play English Single-player Multi-player PvP Online PvP Co-op Online Co-op Partial Controller Support Stats Steam Leaderboards Sports e-sports Spectacle fighter Third Person Martial Arts Soccer Physics Indie Early Access Action Simulation Multiplayer Action Indie Simulation Sports Early Access  Windows     
35724,2025780,Panda legend,Simplified Chinese English,"Sep 9, 2022",True,False,False,Single-player,"Action Roguelike,Spectacle fighter,3D Platformer,Souls-like,Hack and Slash,Martial Arts,3D Fighter,Action RPG,Action-Adventure,3D,Third Person,Parody,Action,Open World,Nonlinear,Cartoony,Assassin,Loot,Fantasy,Dog","Action,Adventure,Indie,RPG", Windows , , ,Panda legend Simplified Chinese English Single-player Action Roguelike Spectacle fighter 3D Platformer Souls-like Hack and Slash Martial Arts 3D Fighter Action RPG Action-Adventure 3D Third Person Parody Action Open World Nonlinear Cartoony Assassin Loot Fantasy Dog Action Adventure Indie RPG  Windows     
35752,1156380,One Dreamer,English,"Sep 9, 2022",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Logic,Story Rich,Programming,Adventure,Indie,Point & Click,Pixel Graphics,Game Development,Puzzle-Platformer,Casual,Side Scroller,Linear,Narrative,Atmospheric,2.5D,2D,Singleplayer,Emotional,Soundtrack,Puzzle","Adventure,Indie", Windows , Linux , Mac ,One Dreamer English Single-player Steam Achievements Full controller support Steam Cloud Logic Story Rich Programming Adventure Indie Point & Click Pixel Graphics Game Development Puzzle-Platformer Casual Side Scroller Linear Narrative Atmospheric 2.5D 2D Singleplayer Emotional Soundtrack Puzzle Adventure Indie  Windows   Linux   Mac 
35785,2127230,MOONPONG: Tales of Epic Lunacy,English,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Arcade,Psychedelic,Indie,Music,Colorful,Funny,Action Roguelike,Fast-Paced,Replay Value,Choices Matter,Rogue-lite,Spectacle fighter,Beat 'em up,Cute,Retro,Pixel Graphics,Controller,Perma Death,Stylized,Rogue-like","Action,Indie", Windows , , ,MOONPONG: Tales of Epic Lunacy English Single-player Steam Achievements Full controller support Steam Cloud Arcade Psychedelic Indie Music Colorful Funny Action Roguelike Fast-Paced Replay Value Choices Matter Rogue-lite Spectacle fighter Beat  em up Cute Retro Pixel Graphics Controller Perma Death Stylized Rogue-like Action Indie  Windows     
35715,1141580,Taiji,English,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Puzzle,Nonlinear,Walking Simulator,Difficult,Adventure,Top-Down,Hidden Object,Exploration,Relaxing,Controller,Surreal,Open World,Pixel Graphics,Female Protagonist,Minimalist,Stylized,Logic,Mystery,Casual,Nature","Adventure,Indie", Windows , , ,Taiji English Single-player Steam Achievements Full controller support Steam Cloud Puzzle Nonlinear Walking Simulator Difficult Adventure Top-Down Hidden Object Exploration Relaxing Controller Surreal Open World Pixel Graphics Female Protagonist Minimalist Stylized Logic Mystery Casual Nature Adventure Indie  Windows     
35783,1337970,CatTuber,English Simplified Chinese,"Sep 9, 2022",True,False,False,,,"Animation & Modeling,Utilities,Video Production,Early Access", Windows , , ,CatTuber English Simplified Chinese   Animation & Modeling Utilities Video Production Early Access  Windows     
35719,1293730,Broken Pieces,English French German Spanish - Spain Simplified Chinese Italian Japanese Korean Hungarian Portuguese - Brazil Russian,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support","Adventure,Action,Female Protagonist,Atmospheric,Psychological Horror,Story Rich,Third Person,Singleplayer,Puzzle,Exploration,Supernatural,Investigation,Sci-fi,Thriller,Cinematic,Mystery,Narrative,Surreal,Time Travel,Point & Click","Action,Adventure,Indie,Strategy", Windows , , ,Broken Pieces English French German Spanish - Spain Simplified Chinese Italian Japanese Korean Hungarian Portuguese - Brazil Russian Single-player Steam Achievements Full controller support Adventure Action Female Protagonist Atmospheric Psychological Horror Story Rich Third Person Singleplayer Puzzle Exploration Supernatural Investigation Sci-fi Thriller Cinematic Mystery Narrative Surreal Time Travel Point & Click Action Adventure Indie Strategy  Windows     
35782,2121430,Fall Minamo,English Japanese,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Partial Controller Support",,"Action,Casual,Free to Play,Indie", Windows , , ,Fall Minamo English Japanese Single-player Steam Achievements Partial Controller Support  Action Casual Free to Play Indie  Windows     
35720,2088360,Watch Your Plastic Duck,English French Italian German Spanish - Spain Bulgarian Hungarian Danish Dutch Norwegian Polish Portuguese - Portugal Romanian Russian Turkish Ukrainian Finnish Czech Swedish Greek Belarusian Irish Icelandic Catalan Latvian Lithuanian Serbian Croatian Estonian,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Steam Cloud","Casual,Simulation,Idler,Immersive Sim,2D,Cute,Pixel Graphics,Singleplayer,Relaxing,Sandbox,Collectathon,Stylized,Colorful,Atmospheric,Memes,Funny,Modern,Family Friendly,Comedy,6DOF","Casual,Indie,Simulation", Windows , , ,Watch Your Plastic Duck English French Italian German Spanish - Spain Bulgarian Hungarian Danish Dutch Norwegian Polish Portuguese - Portugal Romanian Russian Turkish Ukrainian Finnish Czech Swedish Greek Belarusian Irish Icelandic Catalan Latvian Lithuanian Serbian Croatian Estonian Single-player Steam Achievements Steam Cloud Casual Simulation Idler Immersive Sim 2D Cute Pixel Graphics Singleplayer Relaxing Sandbox Collectathon Stylized Colorful Atmospheric Memes Funny Modern Family Friendly Comedy 6DOF Casual Indie Simulation  Windows     
35772,2067590,Upload Simulator,English French Italian German Korean Spanish - Latin America Finnish Dutch Japanese Norwegian Polish Portuguese - Brazil Romanian Russian Turkish Ukrainian Vietnamese,"Sep 9, 2022",True,False,True,Single-player,"Idler,Clicker,Software,Simulation,Sci-fi,Management,2D,Futuristic,Relaxing,Singleplayer,Indie,Point & Click,Resource Management","Indie,Simulation", Windows , Linux , ,Upload Simulator English French Italian German Korean Spanish - Latin America Finnish Dutch Japanese Norwegian Polish Portuguese - Brazil Romanian Russian Turkish Ukrainian Vietnamese Single-player Idler Clicker Software Simulation Sci-fi Management 2D Futuristic Relaxing Singleplayer Indie Point & Click Resource Management Indie Simulation  Windows   Linux   
35770,2117080,Asian Truck Simulator,English Russian Simplified Chinese Spanish - Latin America,"Sep 9, 2022",True,False,False,"Single-player,Partial Controller Support,Remote Play Together",,"Adventure,Indie,Racing,Simulation,Sports", Windows , , ,Asian Truck Simulator English Russian Simplified Chinese Spanish - Latin America Single-player Partial Controller Support Remote Play Together  Adventure Indie Racing Simulation Sports  Windows     
35797,2111060,The Longest Walk,English,"Sep 9, 2022",True,False,False,"Single-player,Full controller support",,"Adventure,Casual,Free to Play,Indie", Windows , , ,The Longest Walk English Single-player Full controller support  Adventure Casual Free to Play Indie  Windows     
35769,2005390,Paper Flight - Super Speed Dash,English,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support","Simulation,Flight,Relaxing,Collectathon,Realistic,Retro,Family Friendly,3D,Third Person,Action,Casual,Controller,Arcade,Walking Simulator,Exploration,Old School,Physics,Singleplayer,Combat,Indie","Action,Casual,Indie,Simulation", Windows , , ,Paper Flight - Super Speed Dash English Single-player Steam Achievements Full controller support Simulation Flight Relaxing Collectathon Realistic Retro Family Friendly 3D Third Person Action Casual Controller Arcade Walking Simulator Exploration Old School Physics Singleplayer Combat Indie Action Casual Indie Simulation  Windows     
35729,2073050,Emma's Armaments,English Simplified Chinese Japanese,"Sep 9, 2022",True,False,False,Single-player,,Simulation, Windows , , ,Emma s Armaments English Simplified Chinese Japanese Single-player  Simulation  Windows     
35733,1769640,Wilderplace,English,"Sep 9, 2022",True,True,True,"Single-player,Full controller support,Steam Cloud",,"Adventure,Indie", Windows , Linux , Mac ,Wilderplace English Single-player Full controller support Steam Cloud  Adventure Indie  Windows   Linux   Mac 
35767,1962030,Blade Jumper,Korean,"Sep 9, 2022",True,False,False,Single-player,"Adventure,Platformer,2D Platformer,2D,Sci-fi,Singleplayer,Action,Indie,Casual","Action,Adventure,Casual,Indie", Windows , , ,Blade Jumper Korean Single-player Adventure Platformer 2D Platformer 2D Sci-fi Singleplayer Action Indie Casual Action Adventure Casual Indie  Windows     
35743,1885750,Betrayal At Club Low,English,"Sep 9, 2022",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Point & Click,Exploration,RPG,Rogue-lite,Tabletop,Rogue-like,Character Customization,Choose Your Own Adventure,3D,Surreal,Noir,Third Person,Cooking,Detective,Lore-Rich,Atmospheric,Choices Matter,Conversation,Dynamic Narration,Multiple Endings","Adventure,Indie,RPG", Windows , Linux , Mac ,Betrayal At Club Low English Single-player Steam Achievements Full controller support Steam Cloud Point & Click Exploration RPG Rogue-lite Tabletop Rogue-like Character Customization Choose Your Own Adventure 3D Surreal Noir Third Person Cooking Detective Lore-Rich Atmospheric Choices Matter Conversation Dynamic Narration Multiple Endings Adventure Indie RPG  Windows   Linux   Mac 
35748,2083900,FLERP,English,"Sep 9, 2022",True,False,False,Single-player,"Action,Rogue-like,PvE,Arcade,Action Roguelike,Score Attack,Resource Management,Rogue-lite,2D,Pixel Graphics,Casual,Retro,Singleplayer,Perma Death,Combat,Class-Based,Abstract,Arena Shooter,Indie","Action,Casual,Indie", Windows , , ,FLERP English Single-player Action Rogue-like PvE Arcade Action Roguelike Score Attack Resource Management Rogue-lite 2D Pixel Graphics Casual Retro Singleplayer Perma Death Combat Class-Based Abstract Arena Shooter Indie Action Casual Indie  Windows     
35757,2126840,Witch's Mystery,English French Italian German Spanish - Spain Russian Simplified Chinese Traditional Chinese Portuguese - Brazil Portuguese - Portugal Spanish - Latin America,"Sep 9, 2022",True,False,False,Single-player,"Strategy,Casual,Card Game,Hentai,Puzzle,Puzzle-Platformer,Clicker,Solitaire,2D,Sexual Content,Anime,Cartoon,Cartoony,NSFW,Fantasy,Mature,Relaxing,Funny,Nudity,Singleplayer","Casual,Strategy", Windows , , ,Witch s Mystery English French Italian German Spanish - Spain Russian Simplified Chinese Traditional Chinese Portuguese - Brazil Portuguese - Portugal Spanish - Latin America Single-player Strategy Casual Card Game Hentai Puzzle Puzzle-Platformer Clicker Solitaire 2D Sexual Content Anime Cartoon Cartoony NSFW Fantasy Mature Relaxing Funny Nudity Singleplayer Casual Strategy  Windows     
35751,1411700,Doko Roko,English,"Sep 9, 2022",True,True,True,"Single-player,Steam Achievements,Full controller support,Stats",,"Action,Indie", Windows , Linux , Mac ,Doko Roko English Single-player Steam Achievements Full controller support Stats  Action Indie  Windows   Linux   Mac 
35796,2123840,回忆画册~MemoriesAlbum~,Simplified Chinese,"Sep 9, 2022",True,False,False,Single-player,"RPG,Visual Novel,Dating Sim,Romance,Immersive Sim,Clicker,Word Game,JRPG,CRPG,2D,Cute,First-Person,Relaxing,Funny,Story Rich,Dynamic Narration,Text-Based,Music-Based Procedural Generation,Multiple Endings,Casual","Adventure,Casual,Indie,RPG,Simulation", Windows , , ,回忆画册~MemoriesAlbum~ Simplified Chinese Single-player RPG Visual Novel Dating Sim Romance Immersive Sim Clicker Word Game JRPG CRPG 2D Cute First-Person Relaxing Funny Story Rich Dynamic Narration Text-Based Music-Based Procedural Generation Multiple Endings Casual Adventure Casual Indie RPG Simulation  Windows     
35755,2080060,Better Off Dead - Life as a Prison Guard,English,"Sep 9, 2022",True,False,False,"Single-player,Steam Achievements","Thriller,Dark Comedy,Gore,Linear,1980s,Cinematic,Violent,Walking Simulator,Crime,Nudity,Psychological Horror,Horror,Dark Humor,Comedy,Funny,Simulation,Atmospheric,Adventure,Cozy,Action","Action,Adventure,Simulation", Windows , , ,Better Off Dead - Life as a Prison Guard English Single-player Steam Achievements Thriller Dark Comedy Gore Linear 1980s Cinematic Violent Walking Simulator Crime Nudity Psychological Horror Horror Dark Humor Comedy Funny Simulation Atmospheric Adventure Cozy Action Action Adventure Simulation  Windows     
35803,1976230,Outnumbered,English,"Sep 9, 2022",True,False,False,"Single-player,Full controller support,Steam Cloud",,"Action,Casual,Free to Play,Indie", Windows , , ,Outnumbered English Single-player Full controller support Steam Cloud  Action Casual Free to Play Indie  Windows     
23736,1161170,The Rewinder,Simplified Chinese English Traditional Chinese,"Sep 9, 2021",True,True,False,"Single-player,Steam Achievements,Steam Cloud","Adventure,Mystery,Puzzle,Drama,Pixel Graphics,Singleplayer,Detective,2D,Atmospheric,Point & Click,Indie,Story Rich,Comedy,Thriller,Horror,Supernatural,Historical,Mythology,Stylized,Lore-Rich","Adventure,Casual,Indie", Windows , , Mac ,The Rewinder Simplified Chinese English Traditional Chinese Single-player Steam Achievements Steam Cloud Adventure Mystery Puzzle Drama Pixel Graphics Singleplayer Detective 2D Atmospheric Point & Click Indie Story Rich Comedy Thriller Horror Supernatural Historical Mythology Stylized Lore-Rich Adventure Casual Indie  Windows     Mac 
8743,1647200,BEAT ARENA,Japanese English French Italian German Spanish - Latin America Portuguese - Brazil Simplified Chinese Traditional Chinese Korean,"Sep 9, 2021",True,False,False,"Single-player,Steam Achievements,Steam Cloud","Casual,Action,Rhythm,VR,Arcade,Sci-fi,6DOF,Character Customization,Score Attack,Singleplayer,Asynchronous Multiplayer,Anime",Casual, Windows , , ,BEAT ARENA Japanese English French Italian German Spanish - Latin America Portuguese - Brazil Simplified Chinese Traditional Chinese Korean Single-player Steam Achievements Steam Cloud Casual Action Rhythm VR Arcade Sci-fi 6DOF Character Customization Score Attack Singleplayer Asynchronous Multiplayer Anime Casual  Windows     
28861,1577770,梦回 Dream back,Simplified Chinese,"Sep 9, 2021",True,False,False,"Single-player,Multi-player,MMO",,"Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Early Access", Windows , , ,梦回 Dream back Simplified Chinese Single-player Multi-player MMO  Adventure Casual Free to Play Massively Multiplayer RPG Early Access  Windows     
28973,1543430,Terrain of Magical Expertise,English Russian Simplified Chinese,"Sep 9, 2021",True,False,False,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","RPG,Adventure,JRPG,Party-Based RPG,Tactical RPG,2D,Cartoony,Stylized,Comedy,Fantasy,Funny,Magic,Modern,Tactical,Conversation,Story Rich,Team-Based,Singleplayer,Indie","Adventure,Indie,RPG", Windows , , ,Terrain of Magical Expertise English Russian Simplified Chinese Single-player Steam Achievements Partial Controller Support Steam Cloud RPG Adventure JRPG Party-Based RPG Tactical RPG 2D Cartoony Stylized Comedy Fantasy Funny Magic Modern Tactical Conversation Story Rich Team-Based Singleplayer Indie Adventure Indie RPG  Windows     
10987,1515420,The Vampire Regent,English,"Sep 9, 2021",True,True,True,"Single-player,Steam Cloud","RPG,Interactive Fiction,Text-Based,Action,Casual,Choices Matter,Multiple Endings,Adventure,Vampire,Story Rich,Dark Fantasy,Management,Political,Indie,Sci-fi,Supernatural,Singleplayer","Action,Adventure,Casual,Indie,RPG", Windows , Linux , Mac ,The Vampire Regent English Single-player Steam Cloud RPG Interactive Fiction Text-Based Action Casual Choices Matter Multiple Endings Adventure Vampire Story Rich Dark Fantasy Management Political Indie Sci-fi Supernatural Singleplayer Action Adventure Casual Indie RPG  Windows   Linux   Mac 
29061,1739200,Combo Babies,English,"Sep 9, 2021",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Action,2D Fighter,2.5D,2D,Colorful,Cute,Pixel Graphics,Old School,Controller,Indie,PvP,Multiplayer,Singleplayer","Action,Indie", Windows , , ,Combo Babies English Single-player Multi-player PvP Online PvP Shared/Split Screen PvP Shared/Split Screen Full controller support Remote Play Together Action 2D Fighter 2.5D 2D Colorful Cute Pixel Graphics Old School Controller Indie PvP Multiplayer Singleplayer Action Indie  Windows     
26590,740130,Tales of Arise,English French Italian German Spanish - Spain Japanese Korean Portuguese - Brazil Russian Spanish - Latin America Traditional Chinese Simplified Chinese,"Sep 9, 2021",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Anime,JRPG,RPG,Action RPG,Action,Singleplayer,Fantasy,Open World,Story Rich,Third Person,Magic,Combat,Adventure,Controller,Female Protagonist,Romance,Character Customization,Sexual Content,Hack and Slash,Multiplayer","Action,RPG", Windows , , ,Tales of Arise English French Italian German Spanish - Spain Japanese Korean Portuguese - Brazil Russian Spanish - Latin America Traditional Chinese Simplified Chinese Single-player Steam Achievements Full controller support Steam Trading Cards Steam Cloud Anime JRPG RPG Action RPG Action Singleplayer Fantasy Open World Story Rich Third Person Magic Combat Adventure Controller Female Protagonist Romance Character Customization Sexual Content Hack and Slash Multiplayer Action RPG  Windows     
10759,1364290,Animalia Survival,English,"Sep 9, 2021",True,False,False,"Single-player,Multi-player,MMO","Early Access,Survival,Exploration,Hunting,Nature,PvE,PvP,Action-Adventure,Walking Simulator,3D,Third Person,Open World,Action,Realistic,Simulation,Colorful,Cinematic,Co-op,Online Co-Op,Multiplayer","Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy,Early Access", Windows , , ,Animalia Survival English Single-player Multi-player MMO Early Access Survival Exploration Hunting Nature PvE PvP Action-Adventure Walking Simulator 3D Third Person Open World Action Realistic Simulation Colorful Cinematic Co-op Online Co-Op Multiplayer Action Adventure Indie Massively Multiplayer Simulation Strategy Early Access  Windows     
20597,1422220,Cardinal Chains,English,"Sep 9, 2021",True,True,True,"Single-player,Steam Achievements,Steam Cloud","Abstract,Minimalist,Logic,Puzzle,Relaxing,Colorful,Atmospheric,Illuminati,Tutorial,2D,Mouse only,Instrumental Music,Singleplayer,Family Friendly,Casual,Indie,Touch-Friendly","Casual,Indie", Windows , Linux , Mac ,Cardinal Chains English Single-player Steam Achievements Steam Cloud Abstract Minimalist Logic Puzzle Relaxing Colorful Atmospheric Illuminati Tutorial 2D Mouse only Instrumental Music Singleplayer Family Friendly Casual Indie Touch-Friendly Casual Indie  Windows   Linux   Mac 
24178,1694290,Clash of Legions,English Simplified Chinese,"Sep 9, 2021",True,False,False,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases",,"Casual,Free to Play,RPG,Strategy", Windows , , ,Clash of Legions English Simplified Chinese Single-player Multi-player MMO PvP Online PvP Co-op Online Co-op In-App Purchases  Casual Free to Play RPG Strategy  Windows     
