,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
20283,914680,Crazy Alchemist,Simplified Chinese English,"Sep 5, 2018",True,False,False,"Single-player,Steam Cloud","Early Access,Casual,Adventure,Indie,Simulation,Strategy,VR","Adventure,Casual,Indie,Simulation,Strategy,Early Access", Windows , , ,Crazy Alchemist Simplified Chinese English Single-player Steam Cloud Early Access Casual Adventure Indie Simulation Strategy VR Adventure Casual Indie Simulation Strategy Early Access  Windows     
32426,919170,Dude Cops,English,"Sep 5, 2018",True,False,False,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,Casual,RPGMaker,Free to Play","Adventure,Casual,Indie", Windows , , ,Dude Cops English Single-player Steam Achievements Full controller support Adventure Indie Casual RPGMaker Free to Play Adventure Casual Indie  Windows     
27695,630140,Sky Clash: Lords of Clans 3D,English German Spanish - Spain Russian French Japanese Portuguese - Brazil Traditional Chinese,"Sep 5, 2018",True,True,False,"Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Leaderboards","Free to Play,Strategy,Massively Multiplayer,RPG,MMORPG","Free to Play,Massively Multiplayer,Strategy", Windows , , Mac ,Sky Clash: Lords of Clans 3D English German Spanish - Spain Russian French Japanese Portuguese - Brazil Traditional Chinese Multi-player MMO PvP Online PvP Cross-Platform Multiplayer Steam Achievements Steam Trading Cards In-App Purchases Steam Leaderboards Free to Play Strategy Massively Multiplayer RPG MMORPG Free to Play Massively Multiplayer Strategy  Windows     Mac 
4060,914430,Pro Office Calculator,English,"Sep 5, 2018",True,True,True,Single-player,"Adventure,Indie,Puzzle,Free to Play,Psychological Horror","Adventure,Indie", Windows , Linux , Mac ,Pro Office Calculator English Single-player Adventure Indie Puzzle Free to Play Psychological Horror Adventure Indie  Windows   Linux   Mac 
275,924670,Need for Spirit: Drink & Drive Simulator/醉驾模拟器,English Russian Simplified Chinese Spanish - Latin America Traditional Chinese,"Sep 5, 2018",True,False,False,"Single-player,Full controller support,Remote Play on TV,Remote Play Together","Casual,Simulation,Automobile Sim,Racing,Adventure,Indie,Sports,Exploration,Driving,Funny,First-Person,Relaxing,Third Person,Comedy,Atmospheric,Realistic,Singleplayer,Cute,Great Soundtrack,Difficult","Adventure,Casual,Indie,Racing,Simulation,Sports", Windows , , ,Need for Spirit: Drink & Drive Simulator/醉驾模拟器 English Russian Simplified Chinese Spanish - Latin America Traditional Chinese Single-player Full controller support Remote Play on TV Remote Play Together Casual Simulation Automobile Sim Racing Adventure Indie Sports Exploration Driving Funny First-Person Relaxing Third Person Comedy Atmospheric Realistic Singleplayer Cute Great Soundtrack Difficult Adventure Casual Indie Racing Simulation Sports  Windows     
6754,718560,Scythe: Digital Edition,English French Italian German Spanish - Spain Polish Simplified Chinese Traditional Chinese Portuguese - Brazil Russian Japanese Korean,"Sep 5, 2018",True,True,False,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Steam Achievements,Steam Trading Cards,Remote Play Together","Board Game,Strategy,Turn-Based,4X,Multiplayer,Tabletop,Alternate History,Mechs,Hex Grid,Turn-Based Strategy,Sci-fi,Steampunk,World War I,Historical,Singleplayer,Character Customization,Beautiful,Hand-drawn,Tactical,PvP",Strategy, Windows , , Mac ,Scythe: Digital Edition English French Italian German Spanish - Spain Polish Simplified Chinese Traditional Chinese Portuguese - Brazil Russian Japanese Korean Single-player Multi-player PvP Online PvP Shared/Split Screen PvP Steam Achievements Steam Trading Cards Remote Play Together Board Game Strategy Turn-Based 4X Multiplayer Tabletop Alternate History Mechs Hex Grid Turn-Based Strategy Sci-fi Steampunk World War I Historical Singleplayer Character Customization Beautiful Hand-drawn Tactical PvP Strategy  Windows     Mac 
11885,895990,水时钟-Water_Clock,Simplified Chinese,"Sep 5, 2018",True,True,False,Single-player,"Casual,RPG,Adventure,Indie,Visual Novel,Anime","Adventure,Casual,Indie,RPG", Windows , , Mac ,水时钟-Water_Clock Simplified Chinese Single-player Casual RPG Adventure Indie Visual Novel Anime Adventure Casual Indie RPG  Windows     Mac 
28140,922510,Jellyfish the Ghost,English Russian,"Sep 5, 2018",True,False,False,Single-player,"Indie,Casual,Strategy,Action,Simulation,Sports,Adventure,Platformer,RPG,2D,Retro,Atmospheric,Singleplayer,Family Friendly,Puzzle-Platformer","Action,Adventure,Casual,Indie,Simulation,Sports,Strategy", Windows , , ,Jellyfish the Ghost English Russian Single-player Indie Casual Strategy Action Simulation Sports Adventure Platformer RPG 2D Retro Atmospheric Singleplayer Family Friendly Puzzle-Platformer Action Adventure Casual Indie Simulation Sports Strategy  Windows     
1278,924090,Trip in HELL,English,"Sep 5, 2018",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements","Action,Adventure,Indie,Gore,Violent,Massively Multiplayer","Violent,Gore,Action,Adventure,Indie,Massively Multiplayer", Windows , , ,Trip in HELL English Single-player Multi-player PvP Online PvP Co-op Online Co-op Steam Achievements Action Adventure Indie Gore Violent Massively Multiplayer Violent Gore Action Adventure Indie Massively Multiplayer  Windows     
25299,885630,Floor Massacre,English,"Sep 5, 2018",True,False,False,Single-player,"Action,Indie,Adventure,FPS","Action,Adventure,Indie", Windows , , ,Floor Massacre English Single-player Action Indie Adventure FPS Action Adventure Indie  Windows     
33816,800650,The Last Operator,English,"Sep 5, 2018",True,False,False,Single-player,"Action,VR",Action, Windows , , ,The Last Operator English Single-player Action VR Action  Windows     
9880,822640,Squids Odyssey,English French Italian German Spanish - Spain Japanese Korean Russian Simplified Chinese,"Sep 5, 2018",True,False,False,"Single-player,Steam Achievements,Full controller support","Adventure,RPG,Indie,Turn-Based,Replay Value,Nature,Turn-Based Strategy,Story Rich,Great Soundtrack,Singleplayer,Family Friendly,Funny,Character Customization,Comedy,Design & Illustration","Adventure,Indie,RPG", Windows , , ,Squids Odyssey English French Italian German Spanish - Spain Japanese Korean Russian Simplified Chinese Single-player Steam Achievements Full controller support Adventure RPG Indie Turn-Based Replay Value Nature Turn-Based Strategy Story Rich Great Soundtrack Singleplayer Family Friendly Funny Character Customization Comedy Design & Illustration Adventure Indie RPG  Windows     
32031,912810,Sargon's Lair,English,"Sep 5, 2018",True,False,False,Single-player,"Free to Play,Action,Adventure,Indie,Bullet Hell","Action,Adventure,Free to Play,Indie", Windows , , ,Sargon s Lair English Single-player Free to Play Action Adventure Indie Bullet Hell Action Adventure Free to Play Indie  Windows     
6948,841950,Echoes III,English,"Sep 5, 2018",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie,Shoot 'Em Up,Shooter","Action,Indie", Windows , , ,Echoes III English Single-player Steam Achievements Full controller support Steam Leaderboards Action Indie Shoot  Em Up Shooter Action Indie  Windows     
26669,664290,The Mexican Dream,English,"Sep 5, 2017",True,True,True,"Single-player,Steam Achievements","Indie,Casual,Gore,Violent,Strategy","Violent,Gore,Casual,Indie,Strategy", Windows , Linux , Mac ,The Mexican Dream English Single-player Steam Achievements Indie Casual Gore Violent Strategy Violent Gore Casual Indie Strategy  Windows   Linux   Mac 
21134,667760,Super Lumi Live,English,"Sep 5, 2017",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Precision Platformer,Platformer,Difficult,2D,2D Platformer,Singleplayer,Electronic Music,Fast-Paced,Cute,Time Attack,Collectathon,Retro,Controller,Unforgiving,Colorful,Action,Futuristic,Side Scroller,Replay Value,Level Editor","Action,Adventure", Windows , , ,Super Lumi Live English Single-player Steam Achievements Full controller support Steam Workshop Steam Cloud Stats Steam Leaderboards Includes level editor Precision Platformer Platformer Difficult 2D 2D Platformer Singleplayer Electronic Music Fast-Paced Cute Time Attack Collectathon Retro Controller Unforgiving Colorful Action Futuristic Side Scroller Replay Value Level Editor Action Adventure  Windows     
4927,610310,Star Story: The Horizon Escape,English Russian,"Sep 5, 2017",True,True,False,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,RPG,Choices Matter,Multiple Endings,Text-Based,Hand-drawn,Rogue-lite,Point & Click,Turn-Based Combat,Casual,Lore-Rich,Nonlinear,2D,Story Rich,Choose Your Own Adventure,Visual Novel,Comic Book,Crafting,Western,Turn-Based","Adventure,Casual,Indie,RPG", Windows , , Mac ,Star Story: The Horizon Escape English Russian Single-player Steam Achievements Steam Trading Cards Adventure RPG Choices Matter Multiple Endings Text-Based Hand-drawn Rogue-lite Point & Click Turn-Based Combat Casual Lore-Rich Nonlinear 2D Story Rich Choose Your Own Adventure Visual Novel Comic Book Crafting Western Turn-Based Adventure Casual Indie RPG  Windows     Mac 
24819,704680,AMPLITUDE: A Visual Novel,English,"Sep 5, 2017",True,True,True,"Single-player,Steam Achievements","Casual,Visual Novel,Indie,Simulation,Gore,Strategy,Otome,Mystery,Female Protagonist,Anime","Gore,Casual,Indie,Simulation,Strategy", Windows , Linux , Mac ,AMPLITUDE: A Visual Novel English Single-player Steam Achievements Casual Visual Novel Indie Simulation Gore Strategy Otome Mystery Female Protagonist Anime Gore Casual Indie Simulation Strategy  Windows   Linux   Mac 
8616,328590,Don't Knock Twice,English French Italian German Spanish - Spain Portuguese Russian Simplified Chinese Polish Turkish Ukrainian Arabic Japanese Korean Traditional Chinese,"Sep 5, 2017",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Adventure,Indie,Horror,Action,VR,Psychological Horror,First-Person,Atmospheric,Puzzle,Exploration,Survival Horror","Action,Adventure,Indie", Windows , , ,Don t Knock Twice English French Italian German Spanish - Spain Portuguese Russian Simplified Chinese Polish Turkish Ukrainian Arabic Japanese Korean Traditional Chinese Single-player Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play on TV Adventure Indie Horror Action VR Psychological Horror First-Person Atmospheric Puzzle Exploration Survival Horror Action Adventure Indie  Windows     
17674,251950,WWII Online,English French Italian German Spanish - Spain Simplified Chinese Russian Spanish - Latin America,"Sep 5, 2017",True,True,False,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op","Early Access,World War II,Free to Play,Massively Multiplayer,Action,FPS,Simulation,Multiplayer,Strategy,Shooter,Open World,War,Realistic,Military,Indie,First-Person,Tactical,Co-op,Wargame,Historical","Action,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access", Windows , , Mac ,WWII Online English French Italian German Spanish - Spain Simplified Chinese Russian Spanish - Latin America Multi-player MMO PvP Online PvP Co-op Online Co-op Early Access World War II Free to Play Massively Multiplayer Action FPS Simulation Multiplayer Strategy Shooter Open World War Realistic Military Indie First-Person Tactical Co-op Wargame Historical Action Free to Play Indie Massively Multiplayer RPG Simulation Strategy Early Access  Windows     Mac 
25514,692590,DEFECTIVE,English,"Sep 5, 2017",True,False,False,"Single-player,Steam Achievements","Action,Indie,Adventure,Shooter,Atmospheric","Action,Adventure,Indie", Windows , , ,DEFECTIVE English Single-player Steam Achievements Action Indie Adventure Shooter Atmospheric Action Adventure Indie  Windows     
11423,687320,MINE!,English,"Sep 5, 2017",True,False,False,Single-player,"Action,VR",Action, Windows , , ,MINE! English Single-player Action VR Action  Windows     
18387,524490,Shadron,English,"Sep 5, 2016",True,True,False,,"Utilities,Design & Illustration,Animation & Modeling","Animation & Modeling,Design & Illustration,Utilities", Windows , , Mac ,Shadron English  Utilities Design & Illustration Animation & Modeling Animation & Modeling Design & Illustration Utilities  Windows     Mac 
28051,519940,Kubz VR,English,"Sep 5, 2016",True,False,False,Single-player,"Indie,Casual,VR","Casual,Indie", Windows , , ,Kubz VR English Single-player Indie Casual VR Casual Indie  Windows     
14502,512300,Unbox: Newbie's Adventure,English,"Sep 5, 2016",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Adventure,Open World,3D Platformer,Action,Indie,Comedy,Funny,Singleplayer,Cute,4 Player Local,Platformer,Collectathon,Multiplayer,Local Multiplayer","Action,Adventure,Indie", Windows , , ,Unbox: Newbie s Adventure English Single-player Multi-player PvP Shared/Split Screen PvP Shared/Split Screen Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play Together Adventure Open World 3D Platformer Action Indie Comedy Funny Singleplayer Cute 4 Player Local Platformer Collectathon Multiplayer Local Multiplayer Action Adventure Indie  Windows     
18049,503450,Space Rangers: Quest,English Russian,"Sep 5, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,RPG,Space,Sci-fi","Adventure,RPG", Windows , , ,Space Rangers: Quest English Russian Single-player Steam Achievements Steam Trading Cards Steam Cloud Adventure RPG Space Sci-fi Adventure RPG  Windows     
15131,460580,Star Chart,English French Italian German Spanish - Spain Danish Japanese Korean Norwegian Russian Simplified Chinese Traditional Chinese,"Sep 5, 2016",True,True,False,Single-player,"Simulation,VR,Space",Simulation, Windows , , Mac ,Star Chart English French Italian German Spanish - Spain Danish Japanese Korean Norwegian Russian Simplified Chinese Traditional Chinese Single-player Simulation VR Space Simulation  Windows     Mac 
23754,513570,Wooden House,English,"Sep 5, 2016",True,False,False,"Single-player,Steam Trading Cards","Walking Simulator,Short,Indie,Dark,Survival Horror,Adventure,First-Person,Singleplayer,PvE,Ambient,Nature,Action,Horror,Funny,Female Protagonist,Illuminati,Memes,Tactical RPG,Dark Humor,Trading Card Game","Action,Adventure,Indie", Windows , , ,Wooden House English Single-player Steam Trading Cards Walking Simulator Short Indie Dark Survival Horror Adventure First-Person Singleplayer PvE Ambient Nature Action Horror Funny Female Protagonist Illuminati Memes Tactical RPG Dark Humor Trading Card Game Action Adventure Indie  Windows     
6979,361300,Mother Russia Bleeds,English French German Spanish - Spain Polish Portuguese - Brazil Russian,"Sep 5, 2016",True,True,True,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together","Beat 'em up,Gore,Violent,Action,Pixel Graphics,Indie,Great Soundtrack,Co-op,Local Co-Op,2D,Retro,Mature,Atmospheric,Multiplayer,4 Player Local,Difficult,Nudity,Psychological Horror,Sexual Content,Female Protagonist","Action,Indie", Windows , Linux , Mac ,Mother Russia Bleeds English French German Spanish - Spain Polish Portuguese - Brazil Russian Single-player Multi-player PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Trading Cards Steam Cloud Steam Leaderboards Remote Play on TV Remote Play Together Beat  em up Gore Violent Action Pixel Graphics Indie Great Soundtrack Co-op Local Co-Op 2D Retro Mature Atmospheric Multiplayer 4 Player Local Difficult Nudity Psychological Horror Sexual Content Female Protagonist Action Indie  Windows   Linux   Mac 
32987,517910,Sisyphus Reborn,English Spanish - Spain German French,"Sep 5, 2016",True,False,True,"Single-player,Steam Achievements","Adventure,Free to Play,Atmospheric,Philosophical,Indie,Short,Singleplayer,Point & Click,2D,Great Soundtrack,Dark",Adventure, Windows , Linux , ,Sisyphus Reborn English Spanish - Spain German French Single-player Steam Achievements Adventure Free to Play Atmospheric Philosophical Indie Short Singleplayer Point & Click 2D Great Soundtrack Dark Adventure  Windows   Linux   
33526,436260,Ultimate Arena FPS,English Italian,"Sep 5, 2016",True,False,False,"Multi-player,PvP,Online PvP,Steam Achievements,In-App Purchases,Steam Cloud","Action,Indie,FPS,Arena Shooter,Multiplayer,Memes,Early Access,Competitive,Dating Sim,Psychological Horror,Family Friendly,Anime","Action,Indie", Windows , , ,Ultimate Arena FPS English Italian Multi-player PvP Online PvP Steam Achievements In-App Purchases Steam Cloud Action Indie FPS Arena Shooter Multiplayer Memes Early Access Competitive Dating Sim Psychological Horror Family Friendly Anime Action Indie  Windows     
26873,518030,Aim Hero,English Simplified Chinese Korean Russian Japanese,"Sep 5, 2016",True,False,False,"Single-player,Partial Controller Support","FPS,Shooter,Singleplayer,e-sports,Early Access,Action,Fast-Paced,Score Attack,Competitive,Simulation,Difficult,First-Person,Casual,Multiplayer","Action,Early Access", Windows , , ,Aim Hero English Simplified Chinese Korean Russian Japanese Single-player Partial Controller Support FPS Shooter Singleplayer e-sports Early Access Action Fast-Paced Score Attack Competitive Simulation Difficult First-Person Casual Multiplayer Action Early Access  Windows     
23338,463400,Spellbound,English,"Sep 5, 2016",True,False,False,Single-player,"Action,Adventure,RPG,Early Access,Indie,VR","Action,Adventure,Indie,RPG,Early Access", Windows , , ,Spellbound English Single-player Action Adventure RPG Early Access Indie VR Action Adventure Indie RPG Early Access  Windows     
8137,520470,Music Inside: A VR Rhythm Game,English,"Sep 5, 2016",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud","Indie,Casual,Music,Rhythm,VR","Casual,Indie", Windows , , ,Music Inside: A VR Rhythm Game English Single-player Multi-player PvP Online PvP Cross-Platform Multiplayer Steam Achievements Steam Cloud Indie Casual Music Rhythm VR Casual Indie  Windows     
28777,496180,GE Neuro,English,"Sep 5, 2016",True,False,False,Single-player,"Casual,Simulation,VR","Casual,Simulation", Windows , , ,GE Neuro English Single-player Casual Simulation VR Casual Simulation  Windows     
25997,312960,Starion Tactics,English,"Sep 5, 2014",True,False,False,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards","Strategy,Action,Indie,Space,4X","Action,Indie,Strategy", Windows , , ,Starion Tactics English Single-player Multi-player Co-op Steam Achievements Steam Trading Cards Strategy Action Indie Space 4X Action Indie Strategy  Windows     
12114,308580,Orborun,English,"Sep 5, 2014",True,True,True,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together","Indie,Action,Racing,Local Co-Op","Action,Indie,Racing", Windows , Linux , Mac ,Orborun English Single-player Multi-player PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Shared/Split Screen Full controller support Remote Play Together Indie Action Racing Local Co-Op Action Indie Racing  Windows   Linux   Mac 
7729,257730,Infinity Wars: Animated Trading Card Game,English Simplified Chinese,"Sep 5, 2014",True,False,False,"Single-player,Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases","Card Battler,Free to Play,Deckbuilding,Trading Card Game,Card Game,Strategy,Massively Multiplayer,Indie,Multiplayer,Tactical,Fantasy,Turn-Based,Action,Adventure,Early Access,RPG,Singleplayer","Indie,Massively Multiplayer,Strategy", Windows , , ,Infinity Wars: Animated Trading Card Game English Simplified Chinese Single-player Multi-player MMO PvP Online PvP Cross-Platform Multiplayer In-App Purchases Card Battler Free to Play Deckbuilding Trading Card Game Card Game Strategy Massively Multiplayer Indie Multiplayer Tactical Fantasy Turn-Based Action Adventure Early Access RPG Singleplayer Indie Massively Multiplayer Strategy  Windows     
21006,265550,Dead Rising 3 Apocalypse Edition,English French Italian German Spanish - Spain Dutch Japanese Korean Russian Traditional Chinese Portuguese - Brazil,"Sep 5, 2014",True,False,False,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards,Remote Play on TV","Zombies,Action,Open World,Co-op,Gore,Survival,Comedy,Open World Survival Craft,Third Person,Multiplayer,Funny,Crafting,Adventure,Sandbox,Online Co-Op,Horror,Singleplayer,Atmospheric,Survival Horror,RPG",Action, Windows , , ,Dead Rising 3 Apocalypse Edition English French Italian German Spanish - Spain Dutch Japanese Korean Russian Traditional Chinese Portuguese - Brazil Single-player Multi-player Co-op Steam Achievements Full controller support Steam Trading Cards Captions available Steam Cloud Steam Leaderboards Remote Play on TV Zombies Action Open World Co-op Gore Survival Comedy Open World Survival Craft Third Person Multiplayer Funny Crafting Adventure Sandbox Online Co-Op Horror Singleplayer Atmospheric Survival Horror RPG Action  Windows     
20457,271370,Transport Giant,English French German Spanish - Spain Czech Hungarian Russian,"Sep 5, 2014",True,False,False,Single-player,"Simulation,Strategy,Trains,Economy,Management,Transportation","Simulation,Strategy", Windows , , ,Transport Giant English French German Spanish - Spain Czech Hungarian Russian Single-player Simulation Strategy Trains Economy Management Transportation Simulation Strategy  Windows     
10888,312050,Red Johnson's Chronicles - 1+2 - Steam Special Edition,English French Italian German Spanish - Spain,"Sep 5, 2014",True,False,False,"Single-player,Steam Achievements","Adventure,Action,Point & Click,Detective","Action,Adventure", Windows , , ,Red Johnson s Chronicles - 1+2 - Steam Special Edition English French Italian German Spanish - Spain Single-player Steam Achievements Adventure Action Point & Click Detective Action Adventure  Windows     
24295,314030,Guilty Gear X2 #Reload,English,"Sep 5, 2014",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play Together","Fighting,2D Fighter,Great Soundtrack,Action,Anime,Arcade,Multiplayer,2D,Local Multiplayer,Classic,Singleplayer,Beat 'em up",Action, Windows , , ,Guilty Gear X2 #Reload English Single-player Multi-player PvP Shared/Split Screen PvP Steam Trading Cards Partial Controller Support Steam Cloud Remote Play Together Fighting 2D Fighter Great Soundtrack Action Anime Arcade Multiplayer 2D Local Multiplayer Classic Singleplayer Beat  em up Action  Windows     
17329,252970,McDROID,English Dutch Japanese,"Sep 5, 2014",True,True,True,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Third-Person Shooter,Tower Defense,Cartoony,Base-Building,Robots,Strategy,Action,Indie,RTS,Shooter,Funny,Character Customization,3D,Third Person,Aliens,Singleplayer,Survival,Co-op,Multiplayer,Adventure","Action,Indie,Strategy", Windows , Linux , Mac ,McDROID English Dutch Japanese Single-player Multi-player Co-op Online Co-op Steam Achievements Full controller support Steam Trading Cards Steam Cloud Stats Steam Leaderboards Third-Person Shooter Tower Defense Cartoony Base-Building Robots Strategy Action Indie RTS Shooter Funny Character Customization 3D Third Person Aliens Singleplayer Survival Co-op Multiplayer Adventure Action Indie Strategy  Windows   Linux   Mac 
32251,244050,Rise of Flight United,English Russian,"Sep 5, 2013",True,False,False,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats","Simulation,Flight,World War I,Free to Play,Multiplayer,Historical,Singleplayer,Action,Realistic,World War II,War,Shooter,Military,Co-op,Jet,Massively Multiplayer,Open World,VR,TrackIR","Free to Play,Simulation", Windows , , ,Rise of Flight United English Russian Single-player Multi-player Co-op Steam Achievements Partial Controller Support Stats Simulation Flight World War I Free to Play Multiplayer Historical Singleplayer Action Realistic World War II War Shooter Military Co-op Jet Massively Multiplayer Open World VR TrackIR Free to Play Simulation  Windows     
33432,32370,STAR WARS™ - Knights of the Old Republic™,English German Spanish - Spain Italian French,"Sep 5, 2009",True,True,False,"Single-player,Steam Cloud","RPG,Sci-fi,Story Rich,Singleplayer,Classic,Adventure,Party-Based RPG,Real-Time with Pause,Choices Matter,Third Person,Action,Space,Exploration,Fantasy,Atmospheric,Turn-Based,Great Soundtrack,Moddable,Female Protagonist,Open World","Adventure,RPG", Windows , , Mac ,STAR WARS™ - Knights of the Old Republic™ English German Spanish - Spain Italian French Single-player Steam Cloud RPG Sci-fi Story Rich Singleplayer Classic Adventure Party-Based RPG Real-Time with Pause Choices Matter Third Person Action Space Exploration Fantasy Atmospheric Turn-Based Great Soundtrack Moddable Female Protagonist Open World Adventure RPG  Windows     Mac 
35706,2067570,Egghead Gumpty,English German Spanish - Spain Japanese Korean Polish Portuguese - Portugal Portuguese - Brazil Russian Simplified Chinese Spanish - Latin America Turkish,"Sep 4, 2022",True,False,False,Single-player,,"Action,Adventure,Casual,Indie", Windows , , ,Egghead Gumpty English German Spanish - Spain Japanese Korean Polish Portuguese - Portugal Portuguese - Brazil Russian Simplified Chinese Spanish - Latin America Turkish Single-player  Action Adventure Casual Indie  Windows     
35746,1918540,The Ramen Sensei,English Simplified Chinese Traditional Chinese Japanese Korean Thai,"Sep 4, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Simulation,Strategy,Casual,Life Sim,Colony Sim,Pixel Graphics,2D,Cute,Cooking,Building,Indie,Management,Economy,Singleplayer,RTS,2D Platformer,2.5D,Top-Down,Retro,Resource Management","Casual,Indie,Simulation,Strategy", Windows , , ,The Ramen Sensei English Simplified Chinese Traditional Chinese Japanese Korean Thai Single-player Steam Achievements Full controller support Steam Cloud Simulation Strategy Casual Life Sim Colony Sim Pixel Graphics 2D Cute Cooking Building Indie Management Economy Singleplayer RTS 2D Platformer 2.5D Top-Down Retro Resource Management Casual Indie Simulation Strategy  Windows     
35640,1334780,Onsen Master,English,"Sep 4, 2022",True,True,True,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together","Casual,Time Management,Arcade,Strategy,Third Person,3D,Isometric,Anime,Cartoony,Fantasy,Family Friendly,Management,Mythology,Singleplayer,Local Co-Op,Soundtrack,Narrative,Competitive,Crafting,Resource Management","Casual,Indie", Windows , Linux , Mac ,Onsen Master English Single-player Multi-player PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Shared/Split Screen Full controller support Remote Play Together Casual Time Management Arcade Strategy Third Person 3D Isometric Anime Cartoony Fantasy Family Friendly Management Mythology Singleplayer Local Co-Op Soundtrack Narrative Competitive Crafting Resource Management Casual Indie  Windows   Linux   Mac 
35676,1999970,Dungeon Redemption,English Simplified Chinese Traditional Chinese,"Sep 4, 2022",True,False,False,Single-player,,"Adventure,RPG,Strategy", Windows , , ,Dungeon Redemption English Simplified Chinese Traditional Chinese Single-player  Adventure RPG Strategy  Windows     
35680,2054800,Magazine Mogul,English Simplified Chinese Traditional Chinese Japanese Korean,"Sep 4, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud",,"Casual,Indie,Simulation,Strategy", Windows , , ,Magazine Mogul English Simplified Chinese Traditional Chinese Japanese Korean Single-player Steam Achievements Full controller support Steam Cloud  Casual Indie Simulation Strategy  Windows     
35682,2019370,Oh! Edo Towns,English Simplified Chinese Traditional Chinese Japanese Korean,"Sep 4, 2022",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud",,"Casual,Indie,Simulation,Strategy", Windows , , ,Oh! Edo Towns English Simplified Chinese Traditional Chinese Japanese Korean Single-player Steam Achievements Full controller support Steam Cloud  Casual Indie Simulation Strategy  Windows     
5179,1401150,Black Hole Simulator,English Simplified Chinese,"Sep 4, 2021",True,False,False,"Single-player,Steam Achievements","Casual,Simulation,Experimental,Space Sim,Sandbox,3D Platformer,3D,3D Vision,Realistic,Minimalist,Stylized,Relaxing,Science,Sci-fi,Nature,Physics,Procedural Generation,Singleplayer,Open World,Indie","Adventure,Casual,Indie,Simulation", Windows , , ,Black Hole Simulator English Simplified Chinese Single-player Steam Achievements Casual Simulation Experimental Space Sim Sandbox 3D Platformer 3D 3D Vision Realistic Minimalist Stylized Relaxing Science Sci-fi Nature Physics Procedural Generation Singleplayer Open World Indie Adventure Casual Indie Simulation  Windows     
3634,1710890,Let Me Die (inside),English Russian,"Sep 4, 2021",True,False,False,"Single-player,Steam Achievements","Atmospheric,Adventure,Dark,Philosophical,Puzzle,Singleplayer,Pixel Graphics,Casual,2D,Violent,Logic,Indie,Gore,Choices Matter,Mature,Blood","Adventure,Indie", Windows , , ,Let Me Die (inside) English Russian Single-player Steam Achievements Atmospheric Adventure Dark Philosophical Puzzle Singleplayer Pixel Graphics Casual 2D Violent Logic Indie Gore Choices Matter Mature Blood Adventure Indie  Windows     
